Hotel Name,Hotel Review Page,Guest Name,Hotel Review 
Hotel Mandovi,https://www.tripadvisor.in/Hotel_Review-g303877-d477614-Reviews-or0-Hotel_Mandovi-Panjim_North_Goa_District_Goa.html,ronit gaikwad,So we were on a family vacation to Goa and we got a great deal from make my trip and hence we booked this hotel. Coming to the hotel it is located facing the Mandovi river and you get really nice and stunning views of the Mandovi river in the morning and evening.  Coming to the\u2026
Hotel Mandovi,https://www.tripadvisor.in/Hotel_Review-g303877-d477614-Reviews-or0-Hotel_Mandovi-Panjim_North_Goa_District_Goa.html,Abhishek Mandal,the best part of the stay was the behavior from the staff....it was way beyond i have seen till date...they were so good and it made my stay very comfortable. i had been there for some exams related and the co-operation i received cannot be narrated in words. the location being\u2026
Santana Beach Resort,https://www.tripadvisor.in/Hotel_Review-g297605-d651438-Reviews-or0-Santana_Beach_Resort-Candolim_Bardez_North_Goa_District_Goa.html,Manasvi Shah,It's a beautiful place to be the staff Maria di and kartik are so sweet and helping such happy faces to see every morning. You approach anytime and they will be willing helping you with anything possible.  Loved it \xe2\x9d\xa4
Santana Beach Resort,https://www.tripadvisor.in/Hotel_Review-g297605-d651438-Reviews-or0-Santana_Beach_Resort-Candolim_Bardez_North_Goa_District_Goa.html,Natalie,"Good stay, the hotel staff are friendly. The breakfast though good catered more for local clientele .No complaints about that but considering Goa is such an international destination maybe some international fare would have been more appreciative. Overall the food in the\u2026"
Santana Beach Resort,https://www.tripadvisor.in/Hotel_Review-g297605-d651438-Reviews-or0-Santana_Beach_Resort-Candolim_Bardez_North_Goa_District_Goa.html,Chaitanya K,Awesome stay.. near to very clean and silent beach...clean rooms..nice swimming pool enjoyed by my 2 year kid...surrounded by different trees..good breakfast...only one issue is parking which you have to park your vehicle far away from your room. (Backside of resort) 
Santana Beach Resort,https://www.tripadvisor.in/Hotel_Review-g297605-d651438-Reviews-or0-Santana_Beach_Resort-Candolim_Bardez_North_Goa_District_Goa.html,inndia8,"An ideal place for a short break ... relaxing, restful ... falling in love with SANTANA: excellent rooms combined with 'service par excellance' ... a well spread buffet breakfast ... an even better clear blue water swimming pool with the beach at a throw's distance and a\u2026"
Santana Beach Resort,https://www.tripadvisor.in/Hotel_Review-g297605-d651438-Reviews-or0-Santana_Beach_Resort-Candolim_Bardez_North_Goa_District_Goa.html,YashMayekar,"We were a group of 6 families and opted for equal number of rooms. To start with the check-in process, it was smooth and fast with fruit punch as welcome drink. The rooms provided were in a single block and were spacious enough with a decent size double bed, sofa cum bed,a\u2026"
Mayfair Hideaway Spa Resort,https://www.tripadvisor.in/Hotel_Review-g15149265-d2041908-Reviews-or0-Mayfair_Hideaway_Spa_Resort-Quitol_Canaguinim_South_Goa_District_Goa.html,Maltesh Pawar,"Great location. Very good food. Pool & Beach view is awesome.  Very good rooms.Very peaceful and calm location. Its about 50kms from Panjim. So if you are planning for this resort, go to resort first and then head for site seeing later to Panjim."
Mayfair Hideaway Spa Resort,https://www.tripadvisor.in/Hotel_Review-g15149265-d2041908-Reviews-or0-Mayfair_Hideaway_Spa_Resort-Quitol_Canaguinim_South_Goa_District_Goa.html,Nina B,"Tucked away in an obscure yet beautiful part of south Goa, this resort is a true 'hideaway'. The peace & quiet of the resort coupled with their excellent well-maintained facilities made this a very memorable Goa experience. Food served here is fantastic (the ajwaini fish tikka\u2026"
Mayfair Hideaway Spa Resort,https://www.tripadvisor.in/Hotel_Review-g15149265-d2041908-Reviews-or0-Mayfair_Hideaway_Spa_Resort-Quitol_Canaguinim_South_Goa_District_Goa.html,varaprasad,"location is very bad but inside the resort..... great. excellent ambiance, great food and awesome experience. good hospitality not the best. rooms are spacious, elegant and simply great. nice experience. think it is the least rated property among mayfair."
Mayfair Hideaway Spa Resort,https://www.tripadvisor.in/Hotel_Review-g15149265-d2041908-Reviews-or0-Mayfair_Hideaway_Spa_Resort-Quitol_Canaguinim_South_Goa_District_Goa.html,Greg S,"This is situated on the river and is a lovely place to get away. The food is good, the staff attentive and the pool is nice, right on the river's edge though very small and if there are children about, it is not very relaxing. Still, a pleasant place to visit."
Mayfair Hideaway Spa Resort,https://www.tripadvisor.in/Hotel_Review-g15149265-d2041908-Reviews-or0-Mayfair_Hideaway_Spa_Resort-Quitol_Canaguinim_South_Goa_District_Goa.html,Happyguest1210,This boutique resort tucked away in the tiny fishing village of Betul in South Goa makes for an ideal getaway from the regular noisy and cluttered beaches of North Goa. The resort is located on the banks of river Sal and has well appointed guestrooms with all modern amenities.\u2026
Resort Rio,https://www.tripadvisor.in/Hotel_Review-g312680-d1758214-Reviews-or0-Resort_Rio-Arpora_North_Goa_District_Goa.html,Malcolm Fernandes,I am staying at rio resort with kfpl group .We have displayed our product in their banquet hall for sale . It's a nice hotel to stay with family also . I am enjoying my stay at rio. Food is very tasty  staff the at property Is helpful.
Resort Rio,https://www.tripadvisor.in/Hotel_Review-g312680-d1758214-Reviews-or0-Resort_Rio-Arpora_North_Goa_District_Goa.html,Rahul,Booked rio resort from online and we got a very good deal .We stayed in the main building of resort rio .Rooms are too big and specious. Housekeeping does a good job. Breakfast was too good and we loved the variety .Special thanks to reception team for all their help .
Resort Rio,https://www.tripadvisor.in/Hotel_Review-g312680-d1758214-Reviews-or0-Resort_Rio-Arpora_North_Goa_District_Goa.html,Nimisha shah,Excellent hospitality staff was very co operative on toe and among them Mr.Alush sir manager was very suportive     and hotel was neat n clean..Alush helped me a lot n made my bday memorable..thanx Mr.Alush Sir
Resort Rio,https://www.tripadvisor.in/Hotel_Review-g312680-d1758214-Reviews-or0-Resort_Rio-Arpora_North_Goa_District_Goa.html,Garima,I loved this place n the person whom i m writing this i give 9 out of 10  The place the staff the locality everything is so perfect...... Absolute peaceful n joyful resort ...... We were there for 4 days and those were awesome..staff is so supportive very nice clean n friendly \u2026
Resort Rio,https://www.tripadvisor.in/Hotel_Review-g312680-d1758214-Reviews-or0-Resort_Rio-Arpora_North_Goa_District_Goa.html,Nidhi D,"Beautiful resort ,cordial and very efficient staff, We had organized my sister in laws wedding there a Typical of Punjabi Bengali wedding  We had opted for beautiful villas  for the family  and friends to stay. Thanks to all the wonderful  staff specifically  Patrick and  Agnelo\u2026"
Fairfield by Marriott Goa Anjuna,https://www.tripadvisor.in/Hotel_Review-g306992-d10540733-Reviews-or0-Fairfield_by_Marriott_Goa_Anjuna-Anjuna_Bardez_North_Goa_District_Goa.html,Prashanth,We were there at April 2019. It was for my Daughter's summer vacation in Goa. A nice welcome and gave us the best room. I do not have any negative feedback everything was positive. The best thing to lookout is the customer service which is at very high standards and the that\u2026
Fairfield by Marriott Goa Anjuna,https://www.tripadvisor.in/Hotel_Review-g306992-d10540733-Reviews-or0-Fairfield_by_Marriott_Goa_Anjuna-Anjuna_Bardez_North_Goa_District_Goa.html,shadabansari236@gmail.com,Beautiful hotel with good food. Especially Mr Akhilesh from their team is really helpful along with other staff. Good cozy Rooms and a big swimming pool with quite and green surrounding makes it ideal for a liesure Traveller near Anjuna. Look forward to come again.
Fairfield by Marriott Goa Anjuna,https://www.tripadvisor.in/Hotel_Review-g306992-d10540733-Reviews-or0-Fairfield_by_Marriott_Goa_Anjuna-Anjuna_Bardez_North_Goa_District_Goa.html,Khushboo Oza,"Chose this property over others as it was Marriott. Would have got a better service and rooms for the price we paid. We dint get rooms on time.AC was not efficiently working. Even after tellin them multiple times they were unable to rectify the AC, neither the room was changed.\u2026"
Fairfield by Marriott Goa Anjuna,https://www.tripadvisor.in/Hotel_Review-g306992-d10540733-Reviews-or0-Fairfield_by_Marriott_Goa_Anjuna-Anjuna_Bardez_North_Goa_District_Goa.html,Shaziya Shaikh,Not a great property we thought it was Marriott properties hence booked it. But it came out to be nothing like Marriott at all not even close to the 1 star standard.  To start with when we reached they couldn\u2019t find your rooms reservation we had booked with make my trip.  We\u2026
Fairfield by Marriott Goa Anjuna,https://www.tripadvisor.in/Hotel_Review-g306992-d10540733-Reviews-or0-Fairfield_by_Marriott_Goa_Anjuna-Anjuna_Bardez_North_Goa_District_Goa.html,nevillem79,"This review has been a little delayed but nonetheless worth the mention....   Excellent Value for money, very friendly effective staff. Front office and f&b staff are very energetic (seen the same staff working tirelessly from morning to night)  and prompt.  Property has started\u2026"
L'Amore Beach Cottages,https://www.tripadvisor.in/Hotel_Review-g2334907-d5999353-Reviews-or0-L_Amore_Beach_Cottages-Ashvem_Beach_North_Goa_District_Goa.html,DianaMariaParis,"It's an open secret that I am a big fan of ashvem beach as it is a still intact, crowd free beach in north goa. L'Amore became much more than a place to crush when I feel to spend some days on the  beach - it is like a family. Aarti and the other members of the owner family just\u2026"
L'Amore Beach Cottages,https://www.tripadvisor.in/Hotel_Review-g2334907-d5999353-Reviews-or0-L_Amore_Beach_Cottages-Ashvem_Beach_North_Goa_District_Goa.html,Ankur M,"The two of us arrived at Ashvem after a long bus journey followed by a long bike ride. It was around 11 in the morning. Since it's peak summers, the requirement was an AC room. After having been refused early check-in by couple of resorts, we arrived at L'amore where we were\u2026"
L'Amore Beach Cottages,https://www.tripadvisor.in/Hotel_Review-g2334907-d5999353-Reviews-or0-L_Amore_Beach_Cottages-Ashvem_Beach_North_Goa_District_Goa.html,agarwalShilpi,"We booked Lotus for stay .. the view and feel is amazing. Happy  and helping team of Joseph, Nandan , Arnav , Amit ... makes the entire experience more pleasant . Clean , good food, and amazing view .. All in all great experience."
L'Amore Beach Cottages,https://www.tripadvisor.in/Hotel_Review-g2334907-d5999353-Reviews-or0-L_Amore_Beach_Cottages-Ashvem_Beach_North_Goa_District_Goa.html,Sandeep MV,Had an amazing stay at L\u2019Amore beach cottages been going to this place since 2017 every time I have been there always had a great stay the team are very good with hospitality and the food is really yum.  Would recommend this cottage any day if you planning a visit to ashwem\u2026
L'Amore Beach Cottages,https://www.tripadvisor.in/Hotel_Review-g2334907-d5999353-Reviews-or0-L_Amore_Beach_Cottages-Ashvem_Beach_North_Goa_District_Goa.html,Ashu,Hello guys in the offseason when it was starting the monsoon I reached lamore resort ashvem beach. It was not only the comfortable stay but best place to relax and enjoy. I stayed in lamore resort 10 days and I found my all the days was so much excited. I meet some stars who\u2026
Radisson Goa Candolim,https://www.tripadvisor.in/Hotel_Review-g297605-d7717427-Reviews-or0-Radisson_Goa_Candolim-Candolim_Bardez_North_Goa_District_Goa.html,PreetiW,"We just came back on 15th Jun and had an awesome stay. We arrived at 930 AM much earlier than the check in time but the staff was really helpful and we were immediately given our room, In fact we were upgraded to a pool side facing room with no extra cost. Good food and service.\u2026"
Radisson Goa Candolim,https://www.tripadvisor.in/Hotel_Review-g297605-d7717427-Reviews-or0-Radisson_Goa_Candolim-Candolim_Bardez_North_Goa_District_Goa.html,SandraandChris,"We stayed at this hotel for three weeks. We arrived in the early hours of the morning and were met with a hot chocolate and chicken sandwiches. We had stayed here before and our travel agent had requested a first floor room for us, we found we had been given an upgraded room and\u2026"
Radisson Goa Candolim,https://www.tripadvisor.in/Hotel_Review-g297605-d7717427-Reviews-or0-Radisson_Goa_Candolim-Candolim_Bardez_North_Goa_District_Goa.html,tomatodelhi,Internet was a major issue Room service slow Bathroom was so bad that every time we took a shower the entire bathroom was filled with water.. Despite repeatedcomplants nothing was done to improve it. They just came and cleaned it
Radisson Goa Candolim,https://www.tripadvisor.in/Hotel_Review-g297605-d7717427-Reviews-or0-Radisson_Goa_Candolim-Candolim_Bardez_North_Goa_District_Goa.html,Divya,"Nice location,wonderful stay.Good staff to talk to.Great hospitality.breakfast was awesome.overall food preparation is good.Housekeeping good by Aakif mujawar.overall a good experience.will recommend for family stay."
Radisson Goa Candolim,https://www.tripadvisor.in/Hotel_Review-g297605-d7717427-Reviews-or0-Radisson_Goa_Candolim-Candolim_Bardez_North_Goa_District_Goa.html,Anuj,"Hotel has a nice location and offers rooms at a very competitive price However, the rooms lack finesse you would expect from top brand. Its a very old property which was taken over by Radisson a few years ago. So the age really shows. Also, during our stay we faced multiple\u2026"
Varanda do Mar,https://www.tripadvisor.in/Hotel_Review-g303877-d6416881-Reviews-or0-Varanda_do_Mar-Panjim_North_Goa_District_Goa.html,kumar gourav,"I Booked to stay 4 night  in this hotel  it was very near Miramar beach and the  the staff were very helpful and gave us excellent service. Special thanks to Mr.Subrato, The rooms were very spacious and the showers plus balconies, although we did not have sea facing rooms.\u2026"
Varanda do Mar,https://www.tripadvisor.in/Hotel_Review-g303877-d6416881-Reviews-or0-Varanda_do_Mar-Panjim_North_Goa_District_Goa.html,Anand N,"A beautiful hotel in Miramar.It was a pleasant stay. The rooms are really big, clean and spacious. Staff very friendly and helpful. Breakfast with lot of variety. Its a best place for a family. Though the poll is small you can enjoy."
Varanda do Mar,https://www.tripadvisor.in/Hotel_Review-g303877-d6416881-Reviews-or0-Varanda_do_Mar-Panjim_North_Goa_District_Goa.html,Anna,"The hotel staff is extremely helpful. Food is good and room service is prompt. However, public transport near the hotel is difficult to avail because of its location. Overall, it was a comfortable and pleasant stay for family."
Varanda do Mar,https://www.tripadvisor.in/Hotel_Review-g303877-d6416881-Reviews-or0-Varanda_do_Mar-Panjim_North_Goa_District_Goa.html,Raul F,"A nice cosy hotel in Miramar. However they need to upgrade their lobby and restaurant. It does not give the right impression of their rooms. The rooms are really big, clean and spacious. The bathrooms are well equipped but they need to improve the hot water supply and need to\u2026"
Varanda do Mar,https://www.tripadvisor.in/Hotel_Review-g303877-d6416881-Reviews-or0-Varanda_do_Mar-Panjim_North_Goa_District_Goa.html,SanjuS,"Very Closed to Mira Mar Beach, this hotel is great value for money. It offers good spacious rooms, nicely decorated (Tough not exceptional). Food is also very good. Hospitality and staff smiles are their high points. Tough within the confines of the city, it still offers a very\u2026"
Regenta Resort Varca Beach,https://www.tripadvisor.in/Hotel_Review-g1096236-d9460735-Reviews-or0-Regenta_Resort_Varca_Beach-Varca_South_Goa_District_Goa.html,Rahul Ranjan,"It is the best place to stay. This is situated near the beach and it is available at lower cost. So this is the nice place. That's why anyone wants to visit the beach, this is the best place to stay ."
Regenta Resort Varca Beach,https://www.tripadvisor.in/Hotel_Review-g1096236-d9460735-Reviews-or0-Regenta_Resort_Varca_Beach-Varca_South_Goa_District_Goa.html,Armaan,"Lovely place to visit for nature lovers.The resort looks same as the pics mentioned.Co-operative staff at Reception(Rima),watchman,restaurant,room keeping.Very close to beach.You can rent a scooty from nearby residents and explore south Goa."
Regenta Resort Varca Beach,https://www.tripadvisor.in/Hotel_Review-g1096236-d9460735-Reviews-or0-Regenta_Resort_Varca_Beach-Varca_South_Goa_District_Goa.html,Jason L,"And here\u2019s why, I have always believed that good customer service can fix any problem. But I stand correct after my stay at the Regenta Resort.   We arrive at the hotel at 4PM, only be be informed one of the two rooms is not ready yet, since the AC is not working. 15 Min later\u2026"
Regenta Resort Varca Beach,https://www.tripadvisor.in/Hotel_Review-g1096236-d9460735-Reviews-or0-Regenta_Resort_Varca_Beach-Varca_South_Goa_District_Goa.html,rajan,"nice hotel ,near to the beach in walking distance just few minutes  .good food qualityat average price  with helpful staff.Mr patel very helpful with his team . Some maintenance work  and cleaning need to improve."
Regenta Resort Varca Beach,https://www.tripadvisor.in/Hotel_Review-g1096236-d9460735-Reviews-or0-Regenta_Resort_Varca_Beach-Varca_South_Goa_District_Goa.html,Sridhar Rao,"One of the best property and near to beach, got a nice welcome from the team especially Rima, she explained everything about the property and taken care of our stay most memorable, thanks for the property and Rima."
Nagoa Grande Resort & Spa,https://www.tripadvisor.in/Hotel_Review-g306993-d2571252-Reviews-or0-Nagoa_Grande_Resort_Spa-Bardez_North_Goa_District_Goa.html,Deepak Parmar,"Goa is a amazing place and no 1 stay @ Goa,Na Goa grand resort and spa Bardez is best place to stay with family I stayed at 7th to 10th June 2019. Good experience well maintain rooms, tasty food, staff of the hotel is very cool and calm with helpful every time. Restaurant people\u2026"
Nagoa Grande Resort & Spa,https://www.tripadvisor.in/Hotel_Review-g306993-d2571252-Reviews-or0-Nagoa_Grande_Resort_Spa-Bardez_North_Goa_District_Goa.html,Saloni K,"The space was quite comfortable, the staff was extremely hospitable! They were very accommodating especially with food preferences. Great outdoor sitting area by the pool you can grab a drink or even sit there while at breakfast."
Nagoa Grande Resort & Spa,https://www.tripadvisor.in/Hotel_Review-g306993-d2571252-Reviews-or0-Nagoa_Grande_Resort_Spa-Bardez_North_Goa_District_Goa.html,nivrity_das,"This Hotel is definitely worth the stay. The rooms are pretty big and really spacious. Also has a stunning vintage feel to it. The best is the pool area which is definitely worth spending some great quality time with friends and family. Also speaking about the services and food,\u2026"
Nagoa Grande Resort & Spa,https://www.tripadvisor.in/Hotel_Review-g306993-d2571252-Reviews-or0-Nagoa_Grande_Resort_Spa-Bardez_North_Goa_District_Goa.html,ABHIROOP,"Ac was not working properly, didn't get solved after complaining too , except dat evrythng was brilliant ,, all services are good and quick . Staffs were well behaved  nd  quick to respond , food tastes are good, nd atlast the magician was superb \U0001f60a"
Nagoa Grande Resort & Spa,https://www.tripadvisor.in/Hotel_Review-g306993-d2571252-Reviews-or0-Nagoa_Grande_Resort_Spa-Bardez_North_Goa_District_Goa.html,Pratapsinh,This was our second time in goa and the first time in goa ...we had a pleasant stay in nagoa grande resort and spa ..the staff here were very helpful ...services provided were very good ..we visited many places.wonderful place
Sterling Goa Bardez,https://www.tripadvisor.in/Hotel_Review-g1962903-d735815-Reviews-or0-Sterling_Goa_Bardez-Alto_Porvorim_North_Goa_District_Goa.html,Anindita21,This hotel is not at a walkable distance to any beach. The property is decent sized but the rooms have no view. The room where I stayed was small but the bathroom was huge. It looked like a failed architect's job. In room dining did not have much to offer for midnight\u2026
Sterling Goa Bardez,https://www.tripadvisor.in/Hotel_Review-g1962903-d735815-Reviews-or0-Sterling_Goa_Bardez-Alto_Porvorim_North_Goa_District_Goa.html,Iona and Suresh,"Customer service was AWESOME --Shamima,, Rajnish, Anirban, Haqiqat, Suraj, Debojit, Biswajit, Bhiti, Subhi and all other staff at the restaurant provided EXCELLENT SERVICE despite their busy schedule with Smiling Faces.  Food was at its PEAK !!  Rooms were quite decent and the\u2026"
Sterling Goa Bardez,https://www.tripadvisor.in/Hotel_Review-g1962903-d735815-Reviews-or0-Sterling_Goa_Bardez-Alto_Porvorim_North_Goa_District_Goa.html,Sathya A,So many activities in this resort thank u darshan . U made our day and mango mania is superb and very tasty thank u for conducting mango eating contest it was amazing and stay also very very nice our kids enjoyed a lot . Thanks a lot darshan
Sterling Goa Bardez,https://www.tripadvisor.in/Hotel_Review-g1962903-d735815-Reviews-or0-Sterling_Goa_Bardez-Alto_Porvorim_North_Goa_District_Goa.html,Gdhhd,Only one suggestion ; in every resort there will be girl staff and serving welcome drink but here no girl staff  and warmth in resorts other then that activityou wise it's amazing thanks for Darshan for entertaining us wit h various different types of activities . We enjoyed\u2026
Sterling Goa Bardez,https://www.tripadvisor.in/Hotel_Review-g1962903-d735815-Reviews-or0-Sterling_Goa_Bardez-Alto_Porvorim_North_Goa_District_Goa.html,Sanjay,"1st visit to goa , activity is excellent special darshan made our stay very happy . We have participated in all activities , housekeeping lalit was supportive , One suggestion is that to start the vehicle facilities by resort .. Because outside transportation we will not feel\u2026"
Nanu Beach Resort & Spa,https://www.tripadvisor.in/Hotel_Review-g1925961-d477598-Reviews-or0-Nanu_Beach_Resort_Spa-Betalbatim_Salcette_South_Goa_District_Goa.html,Mrinalini,Very nice homely resort.... enjoyed the stay and were very well looked after by the courteous staff.... would definitely recommend for big groups of family n friends  Good location n facilities.... close to a general n public beach
Nanu Beach Resort & Spa,https://www.tripadvisor.in/Hotel_Review-g1925961-d477598-Reviews-or0-Nanu_Beach_Resort_Spa-Betalbatim_Salcette_South_Goa_District_Goa.html,Abhijit Sadekar,We stayed here for 2 days in the pool facing rooms. The property is located very close to the beach. The staff and service is very good. The food in their restaurant is excellent. We'll surely be back. Highly recommended!
Nanu Beach Resort & Spa,https://www.tripadvisor.in/Hotel_Review-g1925961-d477598-Reviews-or0-Nanu_Beach_Resort_Spa-Betalbatim_Salcette_South_Goa_District_Goa.html,pramod91974,"This is our second visit to Nanu Resort, Betalbatim. We always spend couple of days at Nanu brand hotel whenever in Goa.. after all loyal customers. The primary reason is cleanliness, ambience, delicious food and courteous staff.   Beach touch Nanu Resort offers picturesque\u2026"
Nanu Beach Resort & Spa,https://www.tripadvisor.in/Hotel_Review-g1925961-d477598-Reviews-or0-Nanu_Beach_Resort_Spa-Betalbatim_Salcette_South_Goa_District_Goa.html,Bhaavya,"Room: enough for two people, 3rd single Bed is there but not very comfortable to sleep. So if you have kids who would need extra bed to sleep then one room becomes too cramp.  Food: Not much of options, but whatever they have is decent enough.   Breakfast: Not as good as other\u2026"
Nanu Beach Resort & Spa,https://www.tripadvisor.in/Hotel_Review-g1925961-d477598-Reviews-or0-Nanu_Beach_Resort_Spa-Betalbatim_Salcette_South_Goa_District_Goa.html,Jaydeep B,We visited nanu resort and there is a guy prabhakar on the reception at night who is very bad and treat visiters very badly he spoke verh badly. The food is very bad and service is very slow. Very bad place for family.
OYO 19834 La Sella Resort By Ashoka,https://www.tripadvisor.in/Hotel_Review-g1936425-d12933854-Reviews-or0-OYO_19834_La_Sella_Resort_By_Ashoka-Morjim_North_Goa_District_Goa.html,Fardeen Khan,the food serve here was good  the staff behavior was very good the vibes were really good and the pool was really clean and  the staff was really good and the behavior was polite and calm  i really suggest to stay here
OYO 19834 La Sella Resort By Ashoka,https://www.tripadvisor.in/Hotel_Review-g1936425-d12933854-Reviews-or0-OYO_19834_La_Sella_Resort_By_Ashoka-Morjim_North_Goa_District_Goa.html,Zenwalker1985,"Rooms r really good in space and comfort.  However, cockroaches everywhere. Killed 3 in room (including bathroom).  Also found many wandering near the pool area and common areas.  Reported to the staff, they only know to spray hit. But no use.  No body seems to be interested in\u2026"
OYO 19834 La Sella Resort By Ashoka,https://www.tripadvisor.in/Hotel_Review-g1936425-d12933854-Reviews-or0-OYO_19834_La_Sella_Resort_By_Ashoka-Morjim_North_Goa_District_Goa.html,Shlok I,"Nice and peaceful place to stay. Great staff and nice rooms. Morjim beach nearby. Should give it a try. In house pool is good too. I would really recomend it for family stay. But ,solo trip is also ok"
OYO 19834 La Sella Resort By Ashoka,https://www.tripadvisor.in/Hotel_Review-g1936425-d12933854-Reviews-or0-OYO_19834_La_Sella_Resort_By_Ashoka-Morjim_North_Goa_District_Goa.html,romariof1990,Small but cozy room with a nice sofa next to the window with a view of the fields. Overall cleanliness was good with just a small issue with the shower drain being clogged. Staff were very polite. Will definitely visit again.
OYO 19834 La Sella Resort By Ashoka,https://www.tripadvisor.in/Hotel_Review-g1936425-d12933854-Reviews-or0-OYO_19834_La_Sella_Resort_By_Ashoka-Morjim_North_Goa_District_Goa.html,syef,The rooms were clean and good. Staff very cooperative. The property is near morjim beach which is quite far from Panjim. But if you have your own vehicle it does not matter. Value for money. Would like to stay again. 
Nanutel Margao Hotel,https://www.tripadvisor.in/Hotel_Review-g1152662-d477596-Reviews-or0-Nanutel_Margao_Hotel-Margao_South_Goa_District_Goa.html,81SANJIV,Central place in Madgaon. Good reception and Restaurant. Near to main Market. Also I visited here when my friend was staying here for his business trip. Visited 24hrs coffee shop. Good quality of food was served. I have not stayed here but frequently visit restaurant for\u2026
Nanutel Margao Hotel,https://www.tripadvisor.in/Hotel_Review-g1152662-d477596-Reviews-or0-Nanutel_Margao_Hotel-Margao_South_Goa_District_Goa.html,Rish,"We had our wedding function and other Family functions in this Hotel. Firstly I would like to thank the Manager, Salil for always being so co-operative and optimistic with us. Also many of our relatives stayed in this hotel. And all of them had a great time. There were no\u2026"
Nanutel Margao Hotel,https://www.tripadvisor.in/Hotel_Review-g1152662-d477596-Reviews-or0-Nanutel_Margao_Hotel-Margao_South_Goa_District_Goa.html,Prajakta Deo,"We stayed in Nanutel for couple of days for business trip.  The hotel has specious,clean and we'll maintained rooms. Food was decent and service was prompt. This hotel is good for business stay but otherwise not well connected with major tourists attractions in Goa.  Overall\u2026"
Nanutel Margao Hotel,https://www.tripadvisor.in/Hotel_Review-g1152662-d477596-Reviews-or0-Nanutel_Margao_Hotel-Margao_South_Goa_District_Goa.html,P. T. Usha,"i'd recommend this to stay in Margaon city. We had a very good stay, spacious rooms big and linen bed and the bathrooms are real clean, would have been even more better with a real nice tub though which is the only drawback. The service is nice and the food is excellent. Overall\u2026"
Nanutel Margao Hotel,https://www.tripadvisor.in/Hotel_Review-g1152662-d477596-Reviews-or0-Nanutel_Margao_Hotel-Margao_South_Goa_District_Goa.html,Bhushan M,I recommend this hotel to stay in Margaon. City center location.So market is in reachable distance. Excellent service & amenities. Near beaches are also beautiful. Polite & cooperative staff. fair charges.
Casa de Cajino,https://www.tripadvisor.in/Hotel_Review-g306995-d2396935-Reviews-or0-Casa_de_Cajino-Calangute_North_Goa_District_Goa.html,KennethSerrao,Right on Calangute beach. Tucked away behind the Dominos / HDFC bank in a quiet lane. The rooms are fantastic and there is NOTHING ELSE. The rooms have menus from 10s of places nearby ranging from Punjabi dhaba to Goan shacks and all of them deliver to the room until 3 AM in the\u2026
Casa de Cajino,https://www.tripadvisor.in/Hotel_Review-g306995-d2396935-Reviews-or0-Casa_de_Cajino-Calangute_North_Goa_District_Goa.html,Pranay Das,"The hotel offers you value for your money. Right from the clean rooms, helpful staff (special mention to Mr.Vishnu) ,affordability and near to the Calangute beach.About Wifi I am not sure as we were enjoying the tour to full and forget about the internet. I was there in the last\u2026"
Casa de Cajino,https://www.tripadvisor.in/Hotel_Review-g306995-d2396935-Reviews-or0-Casa_de_Cajino-Calangute_North_Goa_District_Goa.html,Piyush Goyal,"I have been to this hotel in the month of March 2017 and second time in the month of March 2018. The staff is very helpful, friendly, cooperative and polite. They will make you feel like home.  Rooms are spacious, clean and tidy.If you are planning a long stay or if your motive\u2026"
Casa de Cajino,https://www.tripadvisor.in/Hotel_Review-g306995-d2396935-Reviews-or0-Casa_de_Cajino-Calangute_North_Goa_District_Goa.html,Egipsy,"Stumbled upon this gem on trip advisor and from the moment you step into the premises, you are so well taken care of! Saby the boy in charge is so kind and accommodating to every little detail and request,  Very good breakfast, good location, right in the heart of calangute but\u2026"
Casa de Cajino,https://www.tripadvisor.in/Hotel_Review-g306995-d2396935-Reviews-or0-Casa_de_Cajino-Calangute_North_Goa_District_Goa.html,bernu123,"The best value in Calangute awesome staff .A big thank you big room with a lot of attention and comfort. We will come back, close to everything .Clean room and Toilet,5 star service with smile.close to beach"
So My Resort,https://www.tripadvisor.in/Hotel_Review-g306995-d645554-Reviews-or0-So_My_Resort-Calangute_North_Goa_District_Goa.html,ANSH_LOVES,We visited from 23rd Dec to 27th Dec'18 and let me tell you we had amazing time in so my resort.  Best part was their beautiful and well maintained swimming pool alongside restaurant We used to spend almost our half day in swimming pool and having beer on swimming pool bench. \u2026
So My Resort,https://www.tripadvisor.in/Hotel_Review-g306995-d645554-Reviews-or0-So_My_Resort-Calangute_North_Goa_District_Goa.html,Ishan rudani,The best experience here in my life goa. Every year we come here for the short vacation and stay in so many hotel but this one is too best. Food is too amazing and and welcoming service is to awesome.
So My Resort,https://www.tripadvisor.in/Hotel_Review-g306995-d645554-Reviews-or0-So_My_Resort-Calangute_North_Goa_District_Goa.html,Nadia,"I don't even know where to start. Everything I expected and so much more! Beautiful clean rooms, fantastic staff, excellent food, service 2nd to none! The Executive Manager Dominic and another member of staff Pankaj, made our stay even more special. Pankaj looked after us\u2026"
So My Resort,https://www.tripadvisor.in/Hotel_Review-g306995-d645554-Reviews-or0-So_My_Resort-Calangute_North_Goa_District_Goa.html,Karan G,Best hotel in calangutte..food is good..staff behaviour is very polite..staff names who are supporting on trip are mr.dominic mr.amul and mr.nimbuz .. rooms are very neat and clean and daily room cleaning provided..
